158,Totodile,2,0.6,9.5,"Torrent, Sheer Force ",Big Jaw Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
159,Croconaw,2,1.1,25,"Torrent, Sheer Force ",Big Jaw Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
160,Feraligatr,2,2.3,88.8,"Torrent, Sheer Force ",Big Jaw Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
161,Sentret,2,0.8,6,"Run Away, Keen Eye, Frisk ",Scout Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
162,Furret,2,1.8,32.5,"Run Away, Keen Eye, Frisk ",Long Body Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
163,Hoothoot,2,0.7,21.2,"Insomnia, Keen Eye, Tinted Lens ",Owl Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
164,Noctowl,2,1.6,40.8,"Insomnia, Keen Eye, Tinted Lens ",Owl Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
165,Ledyba,2,1,10.8,"Swarm, Early Bird, Rattled ",Five Star Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
166,Ledian,2,1.4,35.6,"Swarm, Early Bird, Iron Fist ",Five Star Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
167,Spinarak,2,0.5,8.5,"Swarm, Insomnia, Sniper ",String Spit Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
168,Ariados,2,1.1,33.5,"Swarm, Insomnia, Sniper ",Long Leg Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
169,Crobat,2,1.8,75,"Inner Focus, Infiltrator ",Bat Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
170,Chinchou,2,0.5,12,"Volt Absorb, Illuminate, Water Absorb ",Angler Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
171,Lanturn,2,1.2,22.5,"Volt Absorb, Illuminate, Water Absorb ",Light Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
172,Pichu,2,0.3,2,"Static, Lightningrod ",Tiny Mouse Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
173,Cleffa,2,0.3,3,"Cute Charm, Magic Guard, Friend Guard ",Star Shape Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
174,Igglybuff,2,0.3,1,"Cute Charm, Competitive, Friend Guard ",Balloon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
175,Togepi,2,0.3,1.5,"Hustle, Serene Grace, Super Luck ",Spike Ball Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
176,Togetic,2,0.6,3.2,"Hustle, Serene Grace, Super Luck ",Happiness Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
177,Natu,2,0.2,2,"Synchronize, Early Bird, Magic Bounce ",Little Bird Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
178,Xatu,2,1.5,15,"Synchronize, Early Bird, Magic Bounce ",Mystic Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
179,Mareep,2,0.6,7.8,"Static, Plus ",Wool Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
180,Flaaffy,2,0.8,13.3,"Static, Plus ",Wool Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
181,Ampharos,2,1.4,61.5,"Static, Plus ",Light Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
182,Bellossom,2,0.4,5.8,"Chlorophyll, Healer ",Flower Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
183,Marill,2,0.4,8.5,"Thick Fat, Huge Power, Sap Sipper ",Aquamouse Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
184,Azumarill,2,0.8,28.5,"Thick Fat, Huge Power, Sap Sipper ",Aquarabbit Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
185,Sudowoodo,2,1.2,38,"Sturdy, Rock Head, Rattled ",Imitation Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
186,Politoed,2,1.1,33.9,"Water Absorb, Damp, Drizzle ",Frog Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
187,Hoppip,2,0.4,0.5,"Chlorophyll, Leaf Guard, Infiltrator ",Cottonweed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
188,Skiploom,2,0.6,1,"Chlorophyll, Leaf Guard, Infiltrator ",Cottonweed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
189,Jumpluff,2,0.8,3,"Chlorophyll, Leaf Guard, Infiltrator ",Cottonweed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
190,Aipom,2,0.8,11.5,"Run Away, Pickup, Skill Link ",Long Tail Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
191,Sunkern,2,0.3,1.8,"Chlorophyll, Solar Power, Early Bird ",Seed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
192,Sunflora,2,0.8,8.5,"Chlorophyll, Solar Power, Early Bird ",Sun Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
193,Yanma,2,1.2,38,"Speed Boost, Compoundeyes, Frisk ",Clear Wing Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
194,Wooper,2,0.4,8.5,"Damp, Water Absorb, Unaware ",Water Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
195,Quagsire,2,1.4,75,"Damp, Water Absorb, Unaware ",Water Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
196,Espeon,2,0.9,26.5,"Synchronize, Magic Bounce ",Sun Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
197,Umbreon,2,1,27,"Synchronize, Inner Focus ",Moonlight Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
198,Murkrow,2,0.5,2.1,"Insomnia, Super Luck, Prankster ",Darkness Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
199,Slowking,2,2,79.5,"Oblivious, Own Tempo, Regenerator ",Royal Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
200,Misdreavus,2,0.7,1,Levitate ,Screech Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
201,Unown,2,0.5,5,Levitate ,Symbol Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
202,Wobbuffet,2,1.3,28.5,"Shadow Tag, Telepathy ",Patient Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
203,Girafarig,2,1.5,41.5,"Inner Focus, Early Bird, Sap Sipper ",Long Neck Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
204,Pineco,2,0.6,7.2,"Sturdy, Overcoat ",Bagworm Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
205,Forretress,2,1.2,125.8,"Sturdy, Overcoat ",Bagworm Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
206,Dunsparce,2,1.5,14,"Serene Grace, Run Away, Rattled ",Land Snake Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
207,Gligar,2,1.1,64.8,"Hyper Cutter, Sand Veil, Immunity ",Flyscorpion Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
208,Steelix,2,9.2,400,"Rock Head, Sturdy, Sheer Force ",Iron Snake Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
209,Snubbull,2,0.6,7.8,"Intimidate, Run Away, Rattled ",Fairy Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
210,Granbull,2,1.4,48.7,"Intimidate, Quick Feet, Rattled ",Fairy Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
211,Qwilfish,2,0.5,3.9,"Poison Point, Swift Swim, Intimidate ",Balloon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
212,Scizor,2,1.8,118,"Swarm, Technician, Light Metal ",Pincer Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
213,Shuckle,2,0.6,20.5,"Sturdy, Gluttony, Contrary ",Mold Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
214,Heracross,2,1.5,54,"Swarm, Guts, Moxie ",Singlehorn Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
215,Sneasel,2,0.9,28,"Inner Focus, Keen Eye, Pickpocket ",Sharp Claw Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
216,Teddiursa,2,0.6,8.8,"Pickup, Quick Feet, Honey Gather ",Little Bear Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
217,Ursaring,2,1.8,125.8,"Guts, Quick Feet, Unnerve ",Hibernator Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
218,Slugma,2,0.7,35,"Magma Armor, Flame Body, Weak Armor ",Lava Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
219,Magcargo,2,0.8,55,"Magma Armor, Flame Body, Weak Armor ",Lava Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
220,Swinub,2,0.4,6.5,"Oblivious, Snow Cloak, Thick Fat ",Pig Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
221,Piloswine,2,1.1,55.8,"Oblivious, Snow Cloak, Thick Fat ",Swine Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
222,Corsola,2,0.6,5,"Hustle, Natural Cure, Regenerator ",Coral Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
223,Remoraid,2,0.6,12,"Hustle, Sniper, Moody ",Jet Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
224,Octillery,2,0.9,28.5,"Suction Cups, Sniper, Moody ",Jet Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
225,Delibird,2,0.9,16,"Vital Spirit, Hustle, Insomnia ",Delivery Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
226,Mantine,2,2.1,220,"Swift Swim, Water Absorb, Water Veil ",Kite Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
227,Skarmory,2,1.7,50.5,"Keen Eye, Sturdy, Weak Armor ",Armor Bird Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
228,Houndour,2,0.6,10.8,"Early Bird, Flash Fire, Unnerve ",Dark Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
229,Houndoom,2,1.4,35,"Early Bird, Flash Fire, Unnerve ",Dark Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
230,Kingdra,2,1.8,152,"Swift Swim, Sniper, Damp ",Dragon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
231,Phanpy,2,0.5,33.5,"Pickup, Sand Veil ",Long Nose Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
232,Donphan,2,1.1,120,"Sturdy, Sand Veil ",Armor Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
233,Porygon2,2,0.6,32.5,"Trace, Download, Analytic ",Virtual Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
234,Stantler,2,1.4,71.2,"Intimidate, Frisk, Sap Sipper ",Big Horn Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
235,Smeargle,2,1.2,58,"Own Tempo, Technician, Moody ",Painter Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
236,Tyrogue,2,0.7,21,"Guts, Steadfast, Vital Spirit ",Scuffle Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
237,Hitmontop,2,1.4,48,"Intimidate, Technician, Steadfast ",Handstand Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
238,Smoochum,2,0.4,6,"Oblivious, Forewarn, Hydration ",Kiss Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
239,Elekid,2,0.6,23.5,"Static, Vital Spirit ",Electric Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
240,Magby,2,0.7,21.4,"Flame Body, Vital Spirit ",Live Coal Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
241,Miltank,2,1.2,75.5,"Thick Fat, Scrappy, Sap Sipper ",Milk Cow Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
242,Blissey,2,1.5,46.8,"Natural Cure, Serene Grace, Healer ",Happiness Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
243,Raikou,2,1.9,178,"Pressure, Inner Focus ",Thunder Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
244,Entei,2,2.1,198,"Pressure, Inner Focus ",Volcano Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
245,Suicune,2,2,187,"Pressure, Inner Focus ",Aurora Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
246,Larvitar,2,0.6,72,"Guts, Sand Veil ",Rock Skin Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
247,Pupitar,2,1.2,152,Shed Skin ,Hard Shell Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
248,Tyranitar,2,2,202,"Sand Stream, Unnerve ",Armor Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
249,Lugia,2,5.2,216,"Pressure, Multiscale ",Diving Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
250,Ho-Oh,2,3.8,199,"Pressure, Regenerator ",Rainbow Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
251,Celebi,2,0.6,5,Natural Cure ,Time Travel Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
252,Treecko,3,0.5,5,"Overgrow, Unburden ",Wood Gecko Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
253,Grovyle,3,0.9,21.6,"Overgrow, Unburden ",Wood Gecko Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
254,Sceptile,3,1.7,52.2,"Overgrow, Unburden ",Forest Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
255,Torchic,3,0.4,2.5,"Blaze, Speed Boost ",Chick Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
256,Combusken,3,0.9,19.5,"Blaze, Speed Boost ",Young Fowl Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
257,Blaziken,3,1.9,52,"Blaze, Speed Boost ",Blaze Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
258,Mudkip,3,0.4,7.6,"Torrent, Damp ",Mud Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
259,Marshtomp,3,0.7,28,"Torrent, Damp ",Mud Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
260,Swampert,3,1.5,81.9,"Torrent, Damp ",Mud Fish Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
261,Poochyena,3,0.5,13.6,"Run Away, Quick Feet, Rattled ",Bite Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
262,Mightyena,3,1,37,"Intimidate, Quick Feet, Moxie ",Bite Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
263,Zigzagoon,3,0.4,17.5,"Pickup, Gluttony, Quick Feet ",Tiny Racoon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
264,Linoone,3,0.5,32.5,"Pickup, Gluttony, Quick Feet ",Rush Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
265,Wurmple,3,0.3,3.6,"Shield Dust, Run Away ",Worm Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
266,Silcoon,3,0.6,10,Shed Skin ,Cocoon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
267,Beautifly,3,1,28.4,"Swarm, Rivalry ",Butterfly Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
268,Cascoon,3,0.7,11.5,Shed Skin ,Cocoon Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
269,Dustox,3,1.2,31.6,"Shield Dust, Compoundeyes ",Poison Moth Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
270,Lotad,3,0.5,2.6,"Swift Swim, Rain Dish, Own Tempo ",Water Weed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
271,Lombre,3,1.2,32.5,"Swift Swim, Rain Dish, Own Tempo ",Jolly Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
272,Ludicolo,3,1.5,55,"Swift Swim, Rain Dish, Own Tempo ",Carefree Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
273,Seedot,3,0.5,4,"Chlorophyll, Early Bird, Pickpocket ",Acorn Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
274,Nuzleaf,3,1,28,"Chlorophyll, Early Bird, Pickpocket ",Wily Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
275,Shiftry,3,1.3,59.6,"Chlorophyll, Early Bird, Pickpocket ",Wickid Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
276,Taillow,3,0.3,2.3,"Guts, Scrappy ",TinySwallow Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
277,Swellow,3,0.7,19.8,"Guts, Scrappy ",Swallow Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
278,Wingull,3,0.6,9.5,"Keen Eye, Hydration, Rain Dish ",Seagull Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
279,Pelipper,3,1.2,28,"Keen Eye, Drizzle, Rain Dish ",Water Bird Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
280,Ralts,3,0.4,6.6,"Synchronize, Trace, Telepathy ",Feeling Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
281,Kirlia,3,0.8,20.2,"Synchronize, Trace, Telepathy ",Emotion Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
282,Gardevoir,3,1.6,48.4,"Synchronize, Trace, Telepathy ",Embrace Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
283,Surskit,3,0.5,1.7,"Swift Swim, Rain Dish ",Pond Skater Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
284,Masquerain,3,0.8,3.6,"Intimidate, Unnerve ",Eyeball Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
285,Shroomish,3,0.4,4.5,"Effect Spore, Poison Heal, Quick Feet ",Mushroom Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
286,Breloom,3,1.2,39.2,"Effect Spore, Poison Heal, Technician ",Mushroom Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
287,Slakoth,3,0.8,24,Truant ,Slacker Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
288,Vigoroth,3,1.4,46.5,Vital Spirit ,Wild Monkey Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
289,Slaking,3,2,130.5,Truant ,Lazy Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
290,Nincada,3,0.5,5.5,"Compoundeyes, Run Away ",Trainee Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
291,Ninjask,3,0.8,12,"Speed Boost, Infiltrator ",Ninja Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
292,Shedinja,3,0.8,1.2,Wonder Guard ,Shed Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
293,Whismur,3,0.6,16.3,"Soundproof, Rattled ",Whisper Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
294,Loudred,3,1,40.5,"Soundproof, Scrappy ",Big Voice Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
295,Exploud,3,1.5,84,"Soundproof, Scrappy ",Loud Noise Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
296,Makuhita,3,1,86.4,"Thick Fat, Guts, Sheer Force ",Guts Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
297,Hariyama,3,2.3,253.8,"Thick Fat, Guts, Sheer Force ",Arm Thrust Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
298,Azurill,3,0.2,2,"Thick Fat, Huge Power, Sap Sipper ",Polka Dot Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
299,Nosepass,3,1,97,"Sturdy, Magnet Pull, Sand Force ",Compass Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
300,Skitty,3,0.6,11,"Cute Charm, Normalize, Wonder Skin  ",Kitten Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
301,Delcatty,3,1.1,32.6,"Cute Charm, Normalize, Wonder Skin  ",Prim Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
302,Sableye,3,0.5,11,"Keen Eye, Stall, Prankster ",Darkness Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
303,Mawile,3,0.6,11.5,"Hyper Cutter, Intimidate, Sheer Force ",Deceiver Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
304,Aron,3,0.4,60,"Sturdy, Rock Head, Heavy Metal ",Iron Armor Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
305,Lairon,3,0.9,120,"Sturdy, Rock Head, Heavy Metal ",Iron Armor Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
306,Aggron,3,2.1,360,"Sturdy, Rock Head, Heavy Metal ",Iron Armor Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
307,Meditite,3,0.6,11.2,"Pure Power, Telepathy ",Meditate Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
308,Medicham,3,1.3,31.5,"Pure Power, Telepathy ",Meditate Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
309,Electrike,3,0.6,15.2,"Static, Lightningrod, Minus ",Lightning Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
310,Manectric,3,1.5,40.2,"Static, Lightningrod, Minus ",Discharge Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
311,Plusle,3,0.4,4.2,"Plus, Lightningrod ",Cheering Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
312,Minun,3,0.4,4.2,"Minus, Volt Absorb ",Cheering Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
313,Volbeat,3,0.7,17.7,"Illuminate, Swarm, Prankster ",Firefly Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
314,Illumise,3,0.6,17.7,"Oblivious, Tinted Lens, Prankster ",Firefly Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
315,Roselia,3,0.3,2,"Natural Cure, Poison Point, Leaf Guard ",Thorn Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
316,Gulpin,3,0.4,10.3,"Liquid Ooze, Sticky Hold, Gluttony ",Stomach Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
317,Swalot,3,1.7,80,"Liquid Ooze, Sticky Hold, Gluttony ",Poison Bag Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
318,Carvanha,3,0.8,20.8,"Rough Skin, Speed Boost ",Savage Pokemon,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
